43.28178333,-2.96288333
43.28165,-2.96288333
43.28151667,-2.96281667
43.2814,-2.96275
43.28126667,-2.96268333
43.28115,-2.9626
43.28101667,-2.96253333
43.2809,-2.96246667
43.28076667,-2.9624
43.28065,-2.96233333
43.28051667,-2.96226667
43.2804,-2.9622
43.28026667,-2.96211667
43.28015,-2.96205
43.28001667,-2.96198333
43.2799,-2.96191667
43.27995,-2.96175
43.28,-2.96156667
43.28005,-2.9614
43.2801,-2.96123333
43.28015,-2.96105
43.2802,-2.96088333
43.28025,-2.96071667
43.2802,-2.96088333
43.28015,-2.96105
43.2801,-2.96123333
43.27998333,-2.96116667
43.27985,-2.96108333
43.27973333,-2.96101667
43.2796,-2.96095
43.27948333,-2.96088333
43.27935,-2.9608
43.27923333,-2.96073333
43.2791,-2.96066667
43.27898333,-2.96058333
43.27885,-2.96051667
43.27873333,-2.96045
43.27861667,-2.96038333
43.27855,-2.96055
43.2785,-2.96071667
43.27845,-2.96088333
43.2784,-2.96105
43.27826667,-2.96098333
43.27815,-2.96091667
43.27801667,-2.96085
43.2779,-2.96078333
43.27776667,-2.9607
43.27765,-2.96063333
43.27751667,-2.96056667
43.2774,-2.9605
43.27726667,-2.96041667
43.27715,-2.96035
43.27701667,-2.96028333
43.2769,-2.96021667
43.27676667,-2.96013333
43.27665,-2.96006667
43.27651667,-2.96
43.2764,-2.95993333
43.27626667,-2.95986667
43.27615,-2.95978333
43.27601667,-2.95971667
43.2759,-2.95965
43.27578333,-2.95958333
43.27565,-2.9595
43.27553333,-2.95943333
43.2754,-2.9594
43.27528333,-2.9593
43.27516667,-2.9592
43.27505,-2.9591
43.27493333,-2.959
43.27481667,-2.9589
43.27473333,-2.95876667
43.27463333,-2.95865
43.27453333,-2.95851667
43.27443333,-2.95838333
43.27433333,-2.95825
43.27423333,-2.95813333
43.27415,-2.958
43.27405,-2.95786667
43.27395,-2.95775
43.27385,-2.95761667
43.27375,-2.95748333
43.27365,-2.95736667
43.27356667,-2.95723333
43.2735,-2.95706667
43.27343333,-2.9569
43.27336667,-2.95675
43.2733,-2.95658333
43.27323333,-2.95641667
43.27318333,-2.95625
43.27308333,-2.95611667
43.27298333,-2.956
43.27286667,-2.95588333
43.27276667,-2.95576667
43.27276667,-2.95558333
43.27275,-2.9554
43.27275,-2.95521667
43.27273333,-2.95503333
43.2727,-2.95485
43.27266667,-2.95466667
43.27261667,-2.9545
43.27258333,-2.95431667
43.27255,-2.95413333
43.2725,-2.95396667
43.27246667,-2.95378333
43.27243333,-2.95361667
43.2724,-2.95343333
43.27235,-2.95325
43.27231667,-2.95308333
43.27228333,-2.9529
43.27223333,-2.95271667
43.2722,-2.95255
43.27218333,-2.95236667
43.27216667,-2.95218333
43.27213333,-2.952
43.27211667,-2.95181667
43.2721,-2.95163333
43.27206667,-2.95145
43.27205,-2.95126667
43.27203333,-2.95108333
43.27201667,-2.9509
43.27198333,-2.95071667
43.27196667,-2.95053333
43.27195,-2.95035
43.27193333,-2.95016667
43.27193333,-2.94998333
43.27193333,-2.94978333
43.27191667,-2.9496
43.27191667,-2.94941667
43.2719,-2.94923333
43.2719,-2.94905
43.2719,-2.94886667
43.27188333,-2.94868333
43.27188333,-2.9485
43.27188333,-2.94831667
43.27186667,-2.94813333
43.27186667,-2.94793333
43.27186667,-2.94775
43.27185,-2.94756667
43.27185,-2.94738333
43.27183333,-2.9472
43.27183333,-2.94701667
43.27183333,-2.94683333
43.27181667,-2.94665
43.27181667,-2.94646667
43.27181667,-2.94626667
43.2718,-2.94608333
43.2718,-2.9459
43.2718,-2.94571667
43.27178333,-2.94553333
43.27178333,-2.94535
43.27171667,-2.94518333
43.27166667,-2.94501667
43.27165,-2.945
43.27165,-2.945
